,Sentence,sentiment
5132,invest would,Neutral
5133,accord finnish insur compani tapiola local insur group pohjola two fierc storm end juli begin august fell tree around finland speed sale forest insur,Neutral
5134,gld http closer inspect resist point north downward trendlin chart,Neutral
5135,sweden agreement cover data commun servic well,Positive
5136,kep break market pull back http,Neutral
5137,latest date registr april,Neutral
5138,mr skogster current serv manag respons abb oy system modul low voltag drive,Positive
5139,pretax profit total eur mn eur mn,Positive
5140,ration oper seek achiev eur million yearli save second quarter current financi year,Neutral
5141,metso deliveri includ complet coat board line relat air system two winder,Neutral
5142,reduct conclud autumn,Neutral
5143,compani also said board director propos profit distribut per share,Positive
5144,mpwr ceo sell april meh,Neutral
5145,pleas inform ir johanna koskinen particip later april telephon confer financi analyst investor conduct english begin finnish time eet,Neutral
5146,bank forecast finland gdp grow,Neutral
5147,hlf short made kill last coupl day might make cover buy back,Negative
5148,adpnew aug finnish media group oyj hel said today net profit fell year eur million usd first half,Positive
5149,chief financi offic jim heindlmey said beyond oblivion advanc talk four major record compani servic,Positive
5150,addit product rvi factori stop begin april,Negative
5151,e build system servic revenu eur mln,Neutral
5152,increas net sale due acquisit swedish silva produc garden tool boat,Positive
5153,budapest august mti finnish electron maker elcoteq lay worker plant pec hungari end septemb fall order commun director elcoteq local unit zoltan krippl told mti monday,Negative
5154,product rang includ marin oliv cold cut pate exampl,Negative
5155,aldata note voic suppli chain technolog approach enabl vdw integr warehous manag system,Neutral
5156,yahoo inc introduc new servic enabl malaysian take favorit internet content servic mobil phone,Positive
5157,share held compani group compani number outstand share vote right attach share thu amount,Positive
5158,srv also build aqua park well area restaur multifunct ice arena,Positive
5159,p bull flag daili earn tabl tomorrow straddl one earn lot vol guarante,Neutral
5160,sainsburi sale slip price pressur take toll,Negative
5161,sinc associ data cover sale figur small local breweri sale import beer product actual market share member smaller given report,Positive
5162,deal line etteplan strategi oper partner global custom provid industri technolog design servic,Neutral
5163,accord hkscan finland plan increas portti net sale eur eur,Positive
5164,watch hold rel well compar broad market xlf bac gs c larg c buy bac backburn,Positive
5165,divest compani part tietoen busi area govern manufactur retail,Neutral
5166,rosen cautiou optimist inregard second half year,Positive
5167,seminar introduc modern clean technolog product financi tool sponsorship program energi environ project well potenti develop clean energi vietnam,Positive
5168,report period net sale rose due busi acquisit realiz first half effect review period,Neutral
5169,apart yit home may purchas region russia yit subsidiari carri activ moscow moscow region petersburg ekaterinburg kazan,Neutral
5170,bone earn stock pois pop http,Positive
5171,finnish kci konecran rais net sale growth estim,Positive
5172,spain caixabank launch new takeov bid banco bpi,Neutral
5173,stock exchang announc juli baswar share subscript warrant increas share capit total share subscrib baswar warrant program,Positive
5174,finnish scanfil system supplier contract manufactur commun sector electron industri report net sale eur mn first quarter per cent smaller correspond period,Neutral
5175,entertain one dispel itv takeov rumour,Positive
5176,dividend payabl annual shall deduct share subscript price,Positive
5177,new product launch finland doubl,Neutral
5178,assign strengthen poyri posit intern provid engin project servic chemic process industri,Positive
5179,custom come follow countri uk usa spain franc itali germani china sweden norway netherland austria belgium switzerland czech republ serbia finland canada russia ukrain portug denmark ireland south korea estonia liechtenstein,Neutral
5180,alpina sport lebanon new hampshir usa base distributor alpina ski shoe ski exel ski pole start ski wax also peltonen ski,Neutral
5181,cargotec germani gmbh award contract stadtverwaltung mainz chassi bodi open procedur,Positive
5182,report oper margin neg,Negative
5183,purchas price disclos,Neutral
5184,okmet expect net sale first half less,Neutral
5185,finnish pharmaceut compani orion net sale rose eur first quarter eur first quarter,Neutral
5186,compani well posit brazil uruguay,Positive
5187,upsid move volatil mine sector send anglo american plc aal pm london time,Neutral
5188,sale per cent finland per cent abroad sale lift strong growth sale russia lithuania,Positive
5189,fb bearish pattern consid bullish sentiment impress bearish move http,Positive
5190,would increas estim sale million last year,Positive
5191,accord new technolog solut network build cost lower build g network oper mhz frequenc,Neutral
5192,number one mean creat ad valu stakehold everyth,Positive
5193,number offer receiv contract two,Positive
5194,donat univers annual gener meet author board director donat max,Neutral
5195,expect revenu billion billion compar analyst estim billion,Neutral
5196,lse get hong kong regulatori nod hk firm becom lse member,Neutral
5197,diamet protocol develop accord standard ietf rfc ietf rfc,Neutral
5198,underground park facil also built basement floor,Neutral
5199,dish weak continu area resist last week,Negative
5200,fusioniq new posit time signal sbux today http pleas retweet signal,Positive
5201,repres bodi swedish meat approv improv offer finnish hk ruokatalo acquir compani,Positive
5202,sale expect increas second quarter,Positive
5203,weber convinc friend ray ostrom own lake street sport good store sell lure,Positive
5204,aapl beaten hate etc hhhmm opposit happen next,Negative
5205,signific challeng market logset,Positive
5206,district court helsinki dismiss charg court first instanc,Negative
5207,telest bk optiflex amplifi product use ongo capac upgrad kdg network,Neutral
5208,busi unit investlesprom group cover full forest industri chain group own forest sawmil paper pulp mill process plant,Neutral
5209,previous compani expect financi perform remain level,Neutral
5210,insur admir blow hot cold aviva soar life merger,Positive
5211,retail giant kingfish report start year,Neutral
5212,maximum amount termin finland employe compani ad,Neutral
5213,tsla yeah let go lol,Positive
5214,compani schedul traffic measur revenu passeng kilometr rpk grew nearli passeng carri schedul flight februari,Neutral
5215,valid fgvoip client symbian sign repres signific step forward accomplish goal,Positive
5216,ebay bay work coupl daili doji continu downsid http,Negative
5217,royal mail get mix bag ofcom postal regul report,Neutral
5218,raguti base lithuania citi kauna boost sale last year per cent million liter,Positive
5219,trade accord agreement announc march,Positive
5220,initi estim total valu contract euro exclud vat,Positive
5221,shell bg sharehold vote deal end januari,Neutral
5222,complet acquisit poyri oil ga expertis cover engin consult servic across complet oil ga asset lifecycl includ deepwat engin servic,Positive
5223,lietuvo respubliko sveikato apsaugo ministerija award contract uab affecto lietuva financi system softwar packag,Positive
5224,order worth eur,Positive
5225,ibm stay strong,Positive
5226,cru upgrad buy alpha street research,Neutral
5227,appl almost februari low littl fanfar aapl,Negative
5228,rio tinto swing loss drop dividend polici,Negative
5229,cision say sale return oper profit,Positive
5230,isolation anoth sell rate sell rate spi qqq iwm sever compani http aapl appl axp bac,Positive
5231,due rapid decreas net sale personnel reduct carri wider scale initi expect,Neutral
5232,sale volum market share decreas,Positive
5233,l net profit whole drop eur million eur million,Positive
5234,order consist outsourc applic manag support plan tecnotre applic,Positive
5235,group net sale third quarter total eur mn oper profit eur mn,Positive
5236,vaisala headquart helsinki finland develop manufactur electron measur system meteorolog environment scienc traffic industri,Neutral
5237,spi look like bear trap get laid faster cadburi creme egg easter bunni,Positive
5238,finnlin estim annual gener meet financi tough year due larg invest,Negative
5239,furthermor compani sell warehous offic build loudeac saint marcel leas new joint premis oper morvillar,Neutral
5240,sale beer decreas,Neutral
5241,abn repres vote right share capit citycon oyj,Positive
5242,compani employe annual sale approxim,Neutral
5243,accord ceo mikko heland transact enabl compani proceed swiftli restructur program,Positive
5244,baba may take day wk month watch happen fb twtr ipo mrkt need washout hunt well need wait stalk,Positive
5245,deal like bring save eur,Neutral
5246,new delhi juli sahlberg teppo kallio timo mustonen tuoma real oyj espoo finland develop novel mark method produc,Positive
5247,intern oper account net sale,Neutral
5248,financ arrang enabl compani ensur line treasuri polici suffici financi instrument dispos potenti capit requir,Positive
5249,gild chart ibb back support http,Positive
5250,result negoti employ blue employe oulu plant would termin,Neutral
5251,oper loss amount eur mn compar profit eur mn second quarter,Positive
5252,order also includ extens mainten work shoe press deliv vaahto,Neutral
5253,thank internet consum compar product previous finnish compani competit,Positive
5254,oper profit total eur mn loss eur mn fourth quarter,Positive
5255,real estat compani post net loss million per share compar net profit million per share correspond quarter,Positive
5256,earn per share ep amount loss,Neutral
5257,biggest seller chain supermarket finland organ pirkka tomato carrot egg meat product,Neutral
5258,aapl long,Neutral
5259,divest raisio margarin busi may gave compani clearer focu product,Neutral
5260,total valu project valu sek eur bn usd bn,Positive
5261,cgrantwsj think tsla bubbl might go time long ppl love car might keep get fund,Positive
5262,product manufactur finland also pack countri,Neutral
5263,luv continu consolid previou break area,Neutral
5264,sure happen,Negative
5265,adp news nov finnish ac drive manufactur vacon oyj omx said today set new repres offic romania ukrain serv grow market eastern southeastern europ,Positive
5266,nokia inaugur manufactur plant near chennai mar,Neutral
5267,scanfil issu profit warn april,Positive
5268,contract includ design construct deliveri equip instal commiss,Neutral
5269,contract jarmo ukonaho current gener manag incap indian oper finish end year,Neutral
5270,vnh gener annual net sale mln eur employ peopl,Neutral
5271,finland lead metal group outokumpu said net profit tripl back strong global demand stainless steel soar base metal price proce sale technolog unit,Positive
5272,amzn trail month oper cash flow rose billion free cash flow decreas million http,Positive
5273,post turnov mln euro mln oper profit mln euro mln,Positive
5274,dismiss staff member take matter court unless settl outsid,Neutral
5275,linkedin revenu nearli http lnkd,Neutral
5276,start manufactur roof felt product asphalt,Neutral
5277,zao yit moskovia build hous moscow surround citi,Neutral
5278,valu deal exce compani said,Positive
5279,period sale drop eur million eur million accord interim report releas today,Neutral
5280,scanfil system supplier contract manufactur commun sector give notic product employe temporarili lay employe compani plant sievi finland,Neutral
5281,repo rate gradual reach end accord nordea econom outlook,Neutral
5282,symphoni servic provid develop servic aldata gold,Neutral
5283,licens agreement nokia part expir april,Positive
5284,divest stake repres share okmet capit,Positive
5285,aapl bounc right vol vol slid,Negative
5286,lo pacif offic properti trust acquir own oper offic properti western focus initi market honolulu san diego lo angel phoenix,Positive
5287,finland five largest brand control beer market,Neutral
5288,adanac molybdenum canada order grind technolog molybdenum project british columbia canada shalkiya zinc kazakhstan award contract grind technolog shalkiya project kazakhstan,Positive
5289,part transact paper mill remain ownership continu galeri art product sappi contract,Neutral
5290,deliveri due second half,Neutral
5291,agreement valid four year,Positive
5292,finnish ship compani finnlin grimaldi group report net sale decreas eur mn eur mn correspond period,Neutral
5293,also strong asset electron media employ increas percent last year,Positive
5294,mani commerci vessel got stuck narrow bay bothnia ice thicker around aaland island,Negative
5295,ventur own kemira ivrcl oper inorgan coagul manufactur facil built vishakapatnam vizag state andhra pradesh kick oper second half,Neutral
5296,seem enough hour day pekkarinen,Neutral
5297,gawker media deliv newstex love fish video game felt enough wacki involv activis nasdaq atvi rapala fish might catch eye hook,Positive
5298,cardona slow vehicl turn around return intersect call,Neutral
5299,manufactur cpp undertaken exist export orient unit eou wartsila factori khopoli near mumbai,Neutral
5300,see percent upsid fb share,Positive
5301,dilut loss per share stood versu first half,Neutral
5302,chime commun set acquir wpp provid,Neutral
5303,dixon carphon profit boost strong sale,Positive
5304,devic involv action,Negative
5305,capit expenditur energi effici unfortun fallen along declin economi,Negative
5306,found compani use collabor project approach improv financi institut revenu stream,Positive
5307,agreement geosentr provid hotel inform reserv servic visitor china includ popular citi beij shanghai,Positive
5308,valga lihatoostu market product mak moorit trademark,Neutral
5309,finnish consum packag manufactur huhtamaki oyj said swung net profit mln euro mln first nine month net loss mln euro mln period,Positive
5310,homebuild ryl break support watch one spi,Positive
5311,besid increas share meat variou sausag offer number new tast grill product shish kebab segment paavel said,Positive
5312,like breakout long well get could see run,Positive
5313,helsinki finland globe newswir ixono plc expand compani smartphon r servic establish new smartphon design unit connect ixono site jyvaeskyla,Positive
5314,axdx got bore took proprietari profit exit like option liquid lousi spread,Negative
5315,also latvia act partner bakeri custom product product develop,Neutral
5316,total donat amount eur,Neutral
5317,facil use refin citycon exist credit facil compani said,Positive
5318,finnish real estat compani sponda oyj said april would build vuosaari harbour servic center port helsinki,Neutral
5319,build home improv trade sale decreas total eur mn,Positive
5320,exactli happen recent weekday east baker brought remind resid easter tradit make wheat rice pie,Neutral
5321,compani move oper profit versu oper loss also turn ep versu loss per share,Positive
5322,cost new ropax vessel lower present one,Negative
5323,deal also includ mainten agreement,Positive
5324,talvivaara mine compani plc talvivaara mine lse talv nickel mine busi instal second product line metal recoveri plant june,Neutral
5325,transact would increas earn per share first quarter,Positive
5326,market data analyt deriv primari secondari research,Neutral
5327,iwm buy program pop iwm close print cheap money mean higher stock price spi robot buy,Neutral
5328,cencorp would focu develop manufactur market standard product product autom,Neutral
5329,crucial decis use etsi european telecommun standard institut back add grow list oper equip manufactur opt standard see global januari compet technolog vie mobil tv,Positive
5330,addit kone sign mainten contract escal,Neutral
5331,size extens alreadi let gross area sq sq ft,Negative
5332,new locat chang wellmont store air transport servic,Neutral
5333,potenti client includ public administr organ invest util network servic,Neutral
5334,steelmak said drop profit explain continu econom uncertainti mix current drought bank lend result declin demand product custom find increasingli difficult fund oper,Negative
5335,ea reng group post sale approxim million kroon,Neutral
5336,barclay share price subdu bank face fresh forex probe,Positive
5337,market expect heineken sell hartwal whole part,Neutral
5338,addit tulikivi corpor also current member board follow compani altia corpor portti osuuskunta osuuskunta kpi profil vehicl oy voimatel oy,Neutral
5339,total invest vantaa plant extens amount around million euro okmet share invest worth around million,Positive
5340,last year upm cut product close mill finland slash job,Negative
5341,current plant oper full capac,Neutral
5342,report profil compani includ mani key nich player worldwid black decker corpor fiskar corpor fiskar brand husqvarna outdoor product group ryobi technolog scott compani van group,Neutral
5343,walter invest manag corp receiv sell compass point wac http,Neutral
5344,move carri transfer hkscan properti plant equip well hold subsidiari associ compani countri hkscan finland,Positive
5345,wo happen overnight,Neutral
5346,chief execut offic kallasvuo chang tuesday mark third time nine month compani reshuffl execut oper nokia lose ground appl iphon rim blackberri,Negative
5347,deutsch bank cut sbux,Negative
5348,irish housebuild cairn home plan london list,Neutral
5349,reward paid basi earn period correspond valu maximum total componenta corpor share includ also proport paid cash,Positive
5350,cramo manag jarmo laasanen said hire equip machineri lithuania differ baltic countri lithuania still mani public structur road bridg airport shop built,Neutral
5351,oper profit quarter amount net sale,Positive
5352,slv po say year go lower forget go short,Negative
5353,paper compani calcul biscuit carton made use lighter board save cours month would equal gener drive km car,Positive
5354,compani expect open first onlin shop us summer,Neutral
5355,moscow metro first metro system europ implement smart card togeth new type magnet card,Positive
5356,small firm suffer moment like money troubl ad,Negative
5357,net sale revenu per passeng expect increas,Positive
5358,return capit employ roce neg compar,Negative
5359,indigo somoncom serv subscrib market share approxim may,Positive
5360,warmli welcom michael frei outotec,Positive
5361,itv share price group mull takeov canada entertain one,Positive
5362,oper profit period decreas sale increas compar correspond period,Positive
5363,signific capit expenditur item global enterpris resourc plan erp project product develop product machin,Positive
5364,kone said court paper union action delay repair elev feder courthous saltonstal state offic build,Negative
5365,red day row tsla,Neutral
5366,oper profit total eur mn oper loss eur mn,Positive
5367,accord finnish financi servic group sampo ceo wahlroo danish dansk bank acquisit sampo bank eur largest cash deal finland econom histori,Neutral
5368,develop secur solut servic internet servic provid mobil oper announc result annual onlin wellb survey,Positive
5369,decemb alon member lithuanian brewer associ sold total million liter beer increas percent sale million liter decemb,Positive
5370,market leader manufactur market share correspond period,Positive
5371,barclay plc lse barc nyse bc credit agricol sa epa aca cagr,Positive
5372,finnish componenta publish new strategi period aim grow togeth custom,Positive
5373,veneer plywood industri sweden quit small despit raw materi resourc,Neutral
5374,finnish metal product compani componenta oyj hel said today net loss narrow eur usd last quarter eur million period year earlier,Negative
5375,vike pay eur million new ship complet januari,Negative
5376,rautaruukki aim find work group locat made redund,Neutral
5377,accord compani addit normal season fluctuat market situat weaken autumn,Negative
5378,accord arokarhu purchas scan cash regist comput disappear total sum key press,Negative
5379,name yet releas,Neutral
5380,also bring right kind peopl upgrad human resourc,Neutral
5381,kesko previous publish stock exchang releas concern deal februari,Neutral
5382,updat director accus us illeg tip plumber,Negative
5383,l g complet uk largest medic underwritten bulk pension risk deal,Negative
5384,lassila tikanoja oper profit exclud imput item second quarter year ago,Positive
5385,honkarakenn mainli export larg luxuri log hous russia use hous holiday home sale go moscow region st petersburg region remaind locat,Positive
5386,valu deal disclos,Positive
5387,hkscan headquart turku finland lead northern european food group employe nine countri,Neutral
5388,tsla see downsid next two week care dollar drop potenti vs move,Negative
5389,would invest physic infrastructur would also provid manag develop scienc technolog park said sunris valley director andriu bagdona,Neutral
5390,favour currenc rate also contribut higher net sale ceo kari kauniskanga said,Neutral
5391,nest oil corpor refin oper asset summari report summari nest oil corpor refin oper asset summari report essenti sourc compani data inform,Positive
5392,union compani offici return call yesterday,Neutral
5393,adp news finnish handl system provid cargotec oyj hel cgcbv announc friday order worth eur million usd deliv linkspan jordan morocco ireland,Positive
5394,german commerzbank ag hamburg branch us jp morgan nyse jpm particip arrang dutch ing am inga,Positive
5395,global life scienc industri strictli regul intern nation author,Neutral
5396,tieto offer aktia good foundat requir support servic implement updat project say juha volotinen respons aktia web servic,Positive
5397,compani build altogeth new substat end year,Neutral
5398,tiimari finnish retail report geenrat quarterli revenu total eur mn quarter eur mn loss,Negative
5399,resign take effect immedi,Negative
5400,work netapp includ strateg reposit brand categori major global relaunch,Neutral
5401,financi detail avail,Negative
5402,follow divest fiskar outdoor unit compris brand gerber silva buster focu knive compass mobil light pedomet aluminium boat,Neutral
5403,pti ltd becam substanti holder renison consolid mine nl januari million share pc,Positive
5404,cet arcelormitt lost eur euronext pari come lead faller,Negative
5405,ogden reportedli shell million,Neutral
5406,gale breakout come soon,Neutral
5407,august latvija finieri order product line new green veneer mill built ukmerg central lithuania,Neutral
5408,foundri divis report sale increas eur mn eur mn correspond period sale machin shop divis increas eur mn eur mn correspond period,Positive
5409,p downgrad barclay rb govern bailout fear,Negative
5410,finnish high technolog provid vaahto group report net sale eur mn account period septemb februari increas year earlier,Positive
5411,bbri trend turn bullish today resist level http,Neutral
5412,isolation anoth sell rate sell rate spi qqq iwm sever compani http aapl axp bac blue fxe,Positive
5413,expand compani continu call newpag,Neutral
5414,compani said sale three month end march slid us last year,Neutral
5415,finnish energi compani fortum set new stricter target limit carbon dioxid emiss heat electr product,Positive
5416,refin margin year bbl compar bbl prior year,Neutral
5417,prgn bottom right,Neutral
5418,oper profit rose eur mn eur mn correspond period,Positive
5419,tsla weakest today dt watchlist,Negative
5420,tesla voluntari recal model x vehicl due back seat issu tsla http,Neutral
5421,manufactur begin pietarsaari begin year deliveri take place octob,Neutral
5422,finnish electron contract manufactur scanfil report net sale eur mn eur mn,Neutral
5423,custom access integr propel gear packag one sourc,Neutral
5424,order contain among other control valv instrument well complet mill engin electrif metso drive control,Positive
5425,yit lodg counter claim nest oil total primarili base work carri contract addit cost incur due prolong project,Neutral
5426,reduct implement mainli cours first half,Neutral
5427,uvxi put chum key support next level care,Positive
5428,inha work invest product develop market research,Neutral
5429,tesco asda sale fall march discount continu kantar,Neutral
5430,first quarter expect line analyst forecast,Neutral
5431,omeo employ expect net sale mln euro mln fiscal end april,Neutral
5432,press confer lattelecom board chairman nil melngaili explain blackston chosen experi sector well financi strength,Positive
5433,share repres total share capit total vote right,Positive
5434,mobil data transfer expect increas explos lte era,Positive
5435,finnish cutleri hand tool maker fiskar oyj abp hel fisa said today net profit rose eur million usd third quarter eur million year earlier,Positive
5436,ren bottom good time buy,Positive
5437,addit kazakh deleg visit finland sitra invest fund honkarakenn ltd nokia headquart studi teliasonera ltd jsc activ,Neutral
5438,worker affect,Negative
5439,construct schedul start complet earli,Neutral
5440,finnish wast manag clean group lassila tikanoja oyj l net profit went mln euro mln mln euro mln,Neutral
5441,oper loss increas eur loss eur mn,Negative
5442,jarmo honkamaa head oil refin busi nest oil say situat look promis viewpoint,Positive
5443,second success effort financi investor year,Positive
5444,rnn day trader flush start go slowli,Neutral
5445,fix cut cost close unit look go forward said,Negative
5446,transact strengthen posit design brand good said fiskar presid ceo heikki allonen point two group rel overlap oper,Positive
5447,financi term disclos,Neutral
5448,finnish media group talentum issu profit warn,Positive
5449,rubin say expect capman announc addit transact,Neutral
5450,updat sell rare cancer drug sanofi mln,Negative
5451,total invest project approxim eur,Neutral
5452,demand sport equip good,Positive
5453,accord vauramo plant lift equip suitabl asian chines truck,Neutral
5454,merger came togeth speedi week,Neutral
5455,igor oleg yankov current manag moron vitim hold onto stake,Negative
5456,ltd press releas telko group expand strateg partnership bp industri lubric servic bp il acquir total ownership bp swedish retail compani ab,Neutral
5457,narrow octob finnish softwar hardwar develop elektrobit oyj hel eb said today net loss narrow first nine month period year ago,Negative
5458,vaisala also said expect net sale eur million compar eur million record,Neutral
5459,order also cover design servic hardwar softwar licenc well mainten servic six year,Positive
5460,compani pay dividend eur per share total eur,Positive
5461,compar ftse index rose point day rel price chang,Neutral
5462,tailor solut meet solel technic requir result manufactur reflector,Positive
5463,oper incom rose eur mn eur mn,Neutral
5464,net sale eur billion intern oper account roughli quarter,Neutral
5465,sale volum market share decreas,Positive
5466,desk reach full plan strength ten person autumn,Positive
5467,one price categori call prefer oper network anoth call oper network,Neutral
5468,veracel prepar appeal issu ask court clarif judgement,Neutral
5469,first charg station made avail alreadi whole network readi,Positive
5470,includ option addit commun build site well construct supervis work construct site,Positive
5471,oper profit fell eur mn eur mn includ vessel sale gain eur mn,Positive
5472,largest restructur plan itali negoti job cut initi today compani note,Negative
5473,first solteq servic compani oper petersburg area includ mainten materi manag system data collect solut,Positive
5474,fb shift minut suspect take high,Negative
5475,wmt bullish macd crossov rsi sto go re could run http,Neutral
5476,oper profit rose year earlier,Positive
5477,ruukki sign contract deliv instal steel structur bridg kyronsalmi strait savonlinna finland,Neutral
5478,use control speed electr motor use industri municip engin power gener use renew energi,Positive
5479,meggitt share price tumbl profit fall year,Positive
5480,imr import pragmat analysi high price could offer bullish stori intact evenif market roll,Positive
5481,top us commerc depart publish construct spend figur novemb,Positive
5482,agreement pfizer fund bioti research activ phosphodiesteras inhibitor program sinc start late sole author develop discov compound,Positive
5483,test conduct nokia siemen lte center compet espoo finland follow compani product start flexi multiradio base station mhz band april complement earlier test nokia mhz mhz band,Neutral
5484,say brian burton head secur vodafon uk,Positive
5485,net cash oper activ neg eur mn compar eur mn,Negative
5486,total need staff cut correspond,Negative
5487,within framework partnership nokia siemen network sign initi framework purchas agreement sitron subsidiari jsc mikron largest manufactur export microelectron compon russia,Positive
5488,estim annual valu frame agreement eur,Positive
5489,compani expect net sale first half reach previou year level,Neutral
5490,addit stake megafon telecominvest current own share web plu petersburg payphon telecom equip produc number minor asset,Positive
5491,russia top contain ship group fesco finnish logist compani nurminen logist start pilot project offer client direct intermod transport servic finland asia pacif countri fesco said statement,Positive
5492,oper profit fell eur mn eur mn,Positive
5493,finnish silicon wafer manufactur okmet oyj said swung net profit mln euro mln first nine month net loss mln euro mln year earlier,Positive
5494,fiskar r found one oldest compani world largest manufactur lightweight stainless steel scissor,Neutral
5495,berkshir disclos unit tie iran open probe,Neutral
5496,aim convert plant flexibl manufactur new technolog demand product,Neutral
5497,today connect peopl new differ way fuse advanc mobil technolog person servic enabl peopl stay close matter,Positive
5498,baltic countri sale fell,Neutral
5499,news tri ici news click trial ici news,Neutral
5500,finland paper paperboard reclaim,Neutral
5501,total new citycon share nomin valu eur per share subscrib decemb exercis option base compani stock option plan,Positive
5502,grpn might sell ahead p earn,Neutral
5503,mention sharehold suggest monthli salari eur would paid board member outsid compani,Neutral
5504,arm profit sale shift away mobil gain pace,Positive
5505,incap contract manufactur carri manufactur agreement factori tumkur near bangalor,Positive
5506,cargo volum increas approxim,Positive
5507,googl hit lawsuit russian search engin yndx http,Negative
5508,aapl action close indic aapl probabl hit near term high momentum slow huge run,Positive
5509,far compani award worth tool materi,Positive
5510,howev compani saw net profit third quarter correspond period,Positive
5511,aviva fine million regul fee fail,Negative
5512,finnish manag softwar solut provid ixono oyj net profit decreas euro first quarter euro mln period,Positive
5513,bank also expect addit cost relat dash jet group shelv octob,Neutral
5514,turbin expect launch end,Positive
5515,adpnew sep finnish silicon wafer maker okmet oyj hel said reduc number cleric worker worldwid result personnel negoti complet today,Positive
5516,shell offer percent premium buy bg billion,Neutral
5517,lean system support chang manag compon purchas extrem well,Positive
5518,incap furnitur present negoti staff cut,Negative
5519,see new regist subscrib newspap,Neutral
5520,product level agre produc long time ago fall consumpt lead loss,Negative
5521,nvda sideway,Neutral
5522,diageo share surg report possibl takeov lemann,Positive
5523,approach much use raw materi produc line principl sustain develop,Neutral
5524,nordea definit big sampo acquir said analyst sampo would appear agenda nordea ahead privatis,Positive
5525,ahlstrom headquart helsinki finland global compani involv develop manufactur market high perform materi,Neutral
5526,redesign crush circuit oper sinc start septemb overal product rate weekli basi excess averag tonn day,Negative
5527,combin servic enabl us offer complex strengthen servic chain limit baltic port connect also get access world wide grimaldi network mediterranean africa north america say uwe bakosch,Positive
5528,key reason read report report contain relev inform leav excess data,Neutral
5529,adob receiv new rate top analyst adb http,Positive
5530,part agreement aspocomp also give meadvil pct slice subsidiari oper oulu finland,Positive
5531,order includ log handl line peel line dri line product parquet base layer veneer plyfa hassela mill central sweden,Neutral
5532,dilut earn per share ep stood eur versu eur,Positive
5533,vrtx earli technic buy signal confirm need fundam incent http,Neutral
5534,data center built combin effect energi solut technolog,Positive
5535,johnson matthey rais prospect investor payout,Positive
5536,chain tri cut cost pressur vendor fit equip manufactur precor slash price,Negative
5537,aldata solut global compani engag supplier consum busi process optim announc detail dollar dinosaur program,Positive
5538,also develop onlin busi continu,Neutral
5539,method system control hard disk drive use multimediacard physic interfac invent marko ahvenainen ruutana finland,Negative
5540,fortum previous bought stake rao ue reform,Neutral
5541,first nine month compani net loss narrow correspond period,Negative
5542,us dollar wipe sale gain sabmil,Positive
5543,revenu grew percent million million million,Neutral
5544,seppala revenu increas finland revenu went sale abroad rose sale increas baltic countri well russia ukrain,Positive
5545,wx decent pull back,Neutral
5546,master mayawa jointli develop nokia siemen network ufa fremantlemedia activ advertis maxi end may,Positive
5547,endp look long entri today price action appeal,Neutral
5548,cover small mww short loss flat day cash,Negative
5549,return equiti stood compar third quarter,Neutral
5550,negoti result reduct peopl regular employ around half cover pension arrang,Neutral
5551,acom http downsid breakout look come soon,Negative
5552,finnish handl system compani cargotec oyj hel cgcbv said today eur million usd contract deliv macgregor hatch cover ship order norwegian shipown grieg ship,Positive
5553,user vetr bearish tesla motor indic sell rate star tsla http,Neutral
5554,cost deal could rang million million euro depend financi result two compani statement say,Neutral
5555,capman privat equiti firm held first close second privat equiti real estat fund continu push properti sector,Neutral
5556,compnay also said would lower price develop project one third compar last novemb,Negative
5557,nokian tyre prove high safeti excel import drive qualiti stabil mark handl brake wet road,Positive
5558,finnish commun electron compon supplier scanfil oyj tuesday said sale first half lower period year ago,Negative
5559,high wind also toppl three north barstow,Neutral
5560,ruukki sign contract norwegian compani veidekk entreprenor,Neutral
5561,konecran previous commun estim reduct employe group level,Neutral
5562,googl set move averag http,Neutral
5563,deal includ rental equip relat merchandis rental contract depot two employe compani said,Neutral
5564,oper cash flow invest total eur mn compar eur mn correspond period,Neutral
5565,ebrd use fund provid mln loan b portion mln euro syndic two finnish commerci bank nordea bank finland plc mln euro pohjola bank plc mln euro,Neutral
5566,issu identifi stonesoft affect rang content inspect technolog,Neutral
5567,pharmaceut group orion corp report fall earn hit larger expenditur r market,Neutral
5568,analyst brianwies pivot research upgrad rate googl buy brian success rate http,Positive
5569,hobbi hall sale decreas pct due implement new inform system involv chang princip post sale,Neutral
5570,last year million passeng flew airlin percent,Neutral
5571,oper loss total eur mn compar profit eur mn third quarter,Positive
5572,subscript sale decreas slightli,Neutral
5573,adp news feb finnish fish tackl compani rapala vmc corp hel said today net profit rose eur million usd eur million,Positive
5574,finnish sport equip compani amer sport said decid lay worker salomon divis franc,Neutral
5575,origin contract sign last summer,Positive
5576,first quarter sacanfil net sale total eur mn oper profit eur mn,Positive
5577,spi bull buy dip,Neutral
5578,group loyal custom magazin came second reader sanoma corpor daili newspap helsingin sanomat third reader,Positive
5579,kesko agro eesti retail wholesal grain agricultur wareh machineri accessori net sale million euro increas preced year,Positive
5580,accord construct work start spring facil commiss spring,Neutral
5581,fb tsla crack lower earli short correct stock,Negative
5582,oper profit eur mn eur mn,Positive
5583,total capit fund manag bank decreas eur end septemb,Neutral
5584,commiss incom decreas eur mn compar eur mn third quarter,Neutral
